BinCode,BankCode,BankName,CardType,CardTypeId, Organization,OrganizationId,IsCommercialCard,IsSupportInstallment,IsActive
453144,143,AKTİF YATIRIM BANKASI A.Ş,C,1,VISA,1,false,false,true
535843,143,AKTİF YATIRIM BANKASI A.Ş,C,1,MASTER,2,false,false,true
504166,143,AKTİF YATIRIM BANKASI A.Ş,D,2,MASTER,2,false,false,true
549539,143,AKTİF YATIRIM BANKASI A.Ş,D,2,MASTER,2,false,false,true
453147,143,AKTİF YATIRIM BANKASI A.Ş,D,2,VISA,1,false,false,true
515456,143,AKTİF YATIRIM BANKASI A.Ş,C,1,MASTER,2,false,false,true
453149,143,AKTİF YATIRIM BANKASI A.Ş,D,2,VISA,1,false,false,true
581877,143,AKTİF YATIRIM BANKASI A.Ş,D,2,MASTER,2,false,false,true
671121,143,AKTİF YATIRIM BANKASI A.Ş,D,2,TROY,3,false,false,true
671155,143,AKTİF YATIRIM BANKASI A.Ş,D,2,TROY,3,false,false,true
979213,143,AKTİF YATIRIM BANKASI A.Ş,D,2,TROY,3,false,false,true
979246,143,AKTİF YATIRIM BANKASI A.Ş,D,2,TROY,3,false,false,true
670868,146,ODEABANK A.Ş.,D,2,TROY,3,false,false,true
526952,146,ODEABANK A.Ş.,C,1,MASTER,2,false,false,true
524677,146,ODEABANK A.Ş.,C,1,MASTER,2,false,false,true
522362,146,ODEABANK A.Ş.,C,1,MASTER,2,false,false,true
522356,146,ODEABANK A.Ş.,C,1,MASTER,2,false,false,true
522347,146,ODEABANK A.Ş.,C,1,MASTER,2,false,false,true
519261,146,ODEABANK A.Ş.,C,1,MASTER,2,false,false,true
516944,146,ODEABANK A.Ş.,D,2,MASTER,2,false,false,true
469181,146,ODEABANK A.Ş.,C,1,VISA,1,false,false,true
469180,146,ODEABANK A.Ş.,C,1,VISA,1,false,false,true
527369,146,ODEABANK A.Ş.,C,1,MASTER,2,false,false,true
979219,146,ODEABANK A.Ş.,C,1,TROY,3,false,false,true
536255,146,ODEABANK A.Ş.,C,1,MASTER,2,true,false,true
468797,146,ODEABANK A.Ş.,D,2,VISA,1,false,false,true
468796,146,ODEABANK A.Ş.,D,2,VISA,1,false,false,true
468795,146,ODEABANK A.Ş.,C,1,VISA,1,true,false,true
468794,146,ODEABANK A.Ş.,C,1,VISA,1,true,false,true
468793,146,ODEABANK A.Ş.,C,1,VISA,1,true,false,true
468791,146,ODEABANK A.Ş.,C,1,VISA,1,false,false,true
528064,146,ODEABANK A.Ş.,C,1,MASTER,2,false,false,true
527396,146,ODEABANK A.Ş.,C,1,MASTER,2,false,false,true
527383,146,ODEABANK A.Ş.,C,1,MASTER,2,false,false,true
474265,150,GOLDEN GLOBAL YATIRIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
547402,150,GOLDEN GLOBAL YATIRIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
536180,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
432285,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
434524,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,D,2,VISA,1,false,false,true
434572,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,C,1,VISA,1,true,false,true
463359,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
479671,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
534264,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
533973,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
533796,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
511583,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
547234,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,C,1,MASTER,2,true,false,true
417715,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,C,1,VISA,1,true,false,true
417716,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,D,2,VISA,1,false,false,true
423002,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
424935,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
548232,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
432284,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
627510,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,D,2,TROY,3,false,false,true
979226,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,C,1,TROY,3,false,false,true
677397,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,D,2,TROY,3,false,false,true
979227,203,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,D,2,TROY,3,false,false,true
677055,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,D,2,TROY,3,false,false,true
979267,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,TROY,3,false,false,true
557370,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,D,2,MASTER,2,false,false,true
547564,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,MASTER,2,true,false,true
539803,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,MASTER,2,true,false,true
535748,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,D,2,MASTER,2,false,false,true
439848,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,D,2,VISA,1,true,false,true
402592,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,VISA,1,true,false,true
403360,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
431024,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,VISA,1,true,false,true
439847,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
525312,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
520180,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
518896,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
512595,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
511660,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,MASTER,2,true,false,true
483674,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,D,2,VISA,1,false,false,true
483673,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
439849,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,D,2,VISA,1,false,false,true
402589,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
402590,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
402591,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,D,2,VISA,1,false,false,true
527083,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
527327,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
528133,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,D,2,MASTER,2,false,false,true
979216,205,KUVEYT TÜRK KATILIM BANKASI A.Ş.,D,2,TROY,3,false,false,true
518358,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
512360,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
511783,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
511758,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
498725,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
498724,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
485061,206,T. FİNANS KATILIM BANKASI A.Ş.,D,2,VISA,1,false,false,true
479917,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
479916,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
479915,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
979218,206,T. FİNANS KATILIM BANKASI A.Ş.,D,2,TROY,3,false,false,true
677451,206,T. FİNANS KATILIM BANKASI A.Ş.,D,2,TROY,3,false,false,true
606043,206,T. FİNANS KATILIM BANKASI A.Ş.,D,2,TROY,3,false,false,true
552610,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,MASTER,2,true,false,true
549294,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
400742,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
404952,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
411685,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,VISA,1,true,false,true
416275,206,T. FİNANS KATILIM BANKASI A.Ş.,D,2,VISA,1,false,false,true
424927,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
428462,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
435627,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
435628,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
435629,206,T. FİNANS KATILIM BANKASI A.Ş.,D,2,VISA,1,false,false,true
441206,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
470954,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
521848,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
537719,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
541786,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,MASTER,2,true,false,true
528293,206,T. FİNANS KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
519015,206,T. FİNANS KATILIM BANKASI A.Ş.,D,2,MASTER,2,false,false,true
539134,209,ZİRAAT KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
535248,209,ZİRAAT KATILIM BANKASI A.Ş.,D,2,MASTER,2,false,false,true
979221,209,ZİRAAT KATILIM BANKASI A.Ş.,C,1,TROY,3,false,false,true
527749,209,ZİRAAT KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
557844,209,ZİRAAT KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
525339,209,ZİRAAT KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
416283,209,ZİRAAT KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
670586,209,ZİRAAT KATILIM BANKASI A.Ş.,D,2,TROY,3,false,false,true
535355,210,VAKIF KATILIM BANKASI A.Ş.,C,1,MASTER,2,false,false,true
558215,210,VAKIF KATILIM BANKASI A.Ş.,D,2,MASTER,2,false,false,true
670544,210,VAKIF KATILIM BANKASI A.Ş.,D,2,TROY,3,false,false,true
979230,210,VAKIF KATILIM BANKASI A.Ş.,D,2,TROY,3,false,false,true
979250,210,VAKIF KATILIM BANKASI A.Ş.,D,2,TROY,3,false,false,true
483703,210,VAKIF KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
483704,210,VAKIF KATILIM BANKASI A.Ş.,C,1,VISA,1,false,false,true
547980,210,VAKIF KATILIM BANKASI A.Ş.,C,1,MASTER,2,true,false,true
979261,211,TÜRKİYE EMLAK KATILIM BANKASI A.Ş.,D,2,TROY,3,false,false,true
498597,839,OZAN ELEKTRONİK PARA A.Ş.,D,2,VISA,1,false,false,true
535805,864,İYZİ ÖDEME VE ELEKTRONİK PARA HİZMETLERİ A.Ş.,C,1,MASTER,2,false,false,true
534060,870,TT ÖDEME VE ELEKTRONİK PARA HİZMETLERİ A.Ş.,D,2,MASTER,2,false,false,true
439573,890,LYDİANS ELEKTRONİK PARA VE ÖDEME HİZMETLERİ A.Ş.,D,2,VISA,1,false,false,true
439575,890,LYDİANS ELEKTRONİK PARA VE ÖDEME HİZMETLERİ A.Ş.,D,2,VISA,1,false,false,true
528825,900,PAYCORE ÖDEME HİZ. TAKAS VE MUTABAKAT SİS. A.Ş.,D,2,MASTER,2,false,false,true
520909,900,PAYCORE ÖDEME HİZ. TAKAS VE MUTABAKAT SİS. A.Ş.,C,1,MASTER,2,false,false,true
516742,900,PAYCORE ÖDEME HİZ. TAKAS VE MUTABAKAT SİS. A.Ş.,D,2,MASTER,2,false,false,true
515895,900,PAYCORE ÖDEME HİZ. TAKAS VE MUTABAKAT SİS. A.Ş.,D,2,MASTER,2,false,false,true
515865,900,PAYCORE ÖDEME HİZ. TAKAS VE MUTABAKAT SİS. A.Ş.,C,1,MASTER,2,false,false,true
512446,900,PAYCORE ÖDEME HİZ. TAKAS VE MUTABAKAT SİS. A.Ş.,C,1,MASTER,2,false,false,true
492192,900,PAYCORE ÖDEME HİZ. TAKAS VE MUTABAKAT SİS. A.Ş.,C,1,VISA,1,false,false,true
476662,900,PAYCORE ÖDEME HİZ. TAKAS VE MUTABAKAT SİS. A.Ş.,D,2,VISA,1,false,false,true
404990,900,PAYCORE ÖDEME HİZ. TAKAS VE MUTABAKAT SİS. A.Ş.,D,2,VISA,1,false,false,true
474823,900,PAYCORE ÖDEME HİZ. TAKAS VE MUTABAKAT SİS. A.Ş.,D,2,VISA,1,false,false,true
539605,900,PAYCORE ÖDEME HİZ. TAKAS VE MUTABAKAT SİS. A.Ş.,C,1,MASTER,2,false,false,true
521584,900,PAYCORE ÖDEME HİZ. TAKAS VE MUTABAKAT SİS. A.Ş.,D,2,MASTER,2,false,false,true
979248,6001,TÜRK ELEKTRONİK PARA A.Ş.,D,2,TROY,3,false,false,true
979257,6001,TÜRK ELEKTRONİK PARA A.Ş.,D,2,TROY,3,false,false,true
439562,6001,TÜRK ELEKTRONİK PARA A.Ş.,D,2,VISA,1,false,false,true
439563,6001,TÜRK ELEKTRONİK PARA A.Ş.,D,2,VISA,1,false,false,true
478592,6001,TÜRK ELEKTRONİK PARA A.Ş.,C,1,VISA,1,false,false,true
478593,6001,TÜRK ELEKTRONİK PARA A.Ş.,D,2,VISA,1,false,false,true
478594,6001,TÜRK ELEKTRONİK PARA A.Ş.,D,2,VISA,1,false,false,true
531325,6001,TÜRK ELEKTRONİK PARA A.Ş.,D,2,MASTER,2,false,false,true
535616,6001,TÜRK ELEKTRONİK PARA A.Ş.,D,2,MASTER,2,false,false,true
538841,6001,TÜRK ELEKTRONİK PARA A.Ş.,D,2,MASTER,2,false,false,true
542415,6001,TÜRK ELEKTRONİK PARA A.Ş.,D,2,MASTER,2,true,false,true
559964,6001,TÜRK ELEKTRONİK PARA A.Ş.,D,2,MASTER,2,false,false,true
650457,6001,TÜRK ELEKTRONİK PARA A.Ş.,D,2,TROY,3,false,false,true
979235,6001,TÜRK ELEKTRONİK PARA A.Ş.,D,2,TROY,3,false,false,true
460959,6002,PAPARA ELEKTRONİK PARA VE ÖDEME HİZMETLERİ A.Ş.,D,2,VISA,1,false,false,true
548793,6002,PAPARA ELEKTRONİK PARA VE ÖDEME HİZMETLERİ A.Ş.,D,2,MASTER,2,false,false,true
539374,6002,PAPARA ELEKTRONİK PARA VE ÖDEME HİZMETLERİ A.Ş.,D,2,MASTER,2,false,false,true
531389,6002,PAPARA ELEKTRONİK PARA VE ÖDEME HİZMETLERİ A.Ş.,D,2,MASTER,2,false,false,true
529799,6002,PAPARA ELEKTRONİK PARA VE ÖDEME HİZMETLERİ A.Ş.,D,2,MASTER,2,false,false,true
460957,6002,PAPARA ELEKTRONİK PARA VE ÖDEME HİZMETLERİ A.Ş.,D,2,VISA,1,false,false,true
460958,6002,PAPARA ELEKTRONİK PARA VE ÖDEME HİZMETLERİ A.Ş.,D,2,VISA,1,false,false,true
535925,6002,PAPARA ELEKTRONİK PARA VE ÖDEME HİZMETLERİ A.Ş.,D,2,MASTER,2,false,false,true
536696,6003,POSTA VE TELGRAF TEŞKİLATI ANONİM ŞİRKETİ,D,2,MASTER,2,false,false,true
533207,6003,POSTA VE TELGRAF TEŞKİLATI ANONİM ŞİRKETİ,D,2,MASTER,2,false,false,true
979278,6003,POSTA VE TELGRAF TEŞKİLATI ANONİM ŞİRKETİ,D,2,TROY,3,false,false,true
979277,6003,POSTA VE TELGRAF TEŞKİLATI ANONİM ŞİRKETİ,D,2,TROY,3,false,false,true
979259,6003,POSTA VE TELGRAF TEŞKİLATI ANONİM ŞİRKETİ,D,2,TROY,3,false,false,true
979254,6003,POSTA VE TELGRAF TEŞKİLATI ANONİM ŞİRKETİ,D,2,TROY,3,false,false,true
979249,6003,POSTA VE TELGRAF TEŞKİLATI ANONİM ŞİRKETİ,D,2,TROY,3,false,false,true
671200,6003,POSTA VE TELGRAF TEŞKİLATI ANONİM ŞİRKETİ,D,2,TROY,3,false,false,true
537608,6003,POSTA VE TELGRAF TEŞKİLATI ANONİM ŞİRKETİ,D,2,MASTER,2,false,false,true
434914,6003,POSTA VE TELGRAF TEŞKİLATI ANONİM ŞİRKETİ,D,2,VISA,1,false,false,true
434913,6003,POSTA VE TELGRAF TEŞKİLATI ANONİM ŞİRKETİ,D,2,VISA,1,false,false,true
979266,6004,İNİNAL ÖDEME VE ELEKTRONİK PARA HİZMETLERİ A.Ş.,D,2,TROY,3,false,false,true
473945,6004,İNİNAL ÖDEME VE ELEKTRONİK PARA HİZMETLERİ A.Ş.,D,2,VISA,1,true,false,true
478500,6004,İNİNAL ÖDEME VE ELEKTRONİK PARA HİZMETLERİ A.Ş.,D,2,VISA,1,false,false,true
555518,6004,İNİNAL ÖDEME VE ELEKTRONİK PARA HİZMETLERİ A.Ş.,D,2,MASTER,2,false,false,true
463367,6004,İNİNAL ÖDEME VE ELEKTRONİK PARA HİZMETLERİ A.Ş.,D,2,VISA,1,false,false,true
460962,6004,İNİNAL ÖDEME VE ELEKTRONİK PARA HİZMETLERİ A.Ş.,D,2,VISA,1,false,false,true
439748,6004,İNİNAL ÖDEME VE ELEKTRONİK PARA HİZMETLERİ A.Ş.,D,2,VISA,1,false,false,true
471688,6005,TURKCELL ÖDEME VE ELEKTRONİK PARA HİZMETLERİ A.Ş.,D,2,VISA,1,false,false,true
434727,6005,TURKCELL ÖDEME VE ELEKTRONİK PARA HİZMETLERİ A.Ş.,D,2,VISA,1,false,false,true
535434,6005,TURKCELL ÖDEME VE ELEKTRONİK PARA HİZMETLERİ A.Ş.,D,2,MASTER,2,false,false,true
439683,6006,PALADYUM ELEKTRONİK PARA VE ÖDEME HİZMETLERİ A.Ş.,D,2,VISA,1,false,false,true
979260,6006,PALADYUM ELEKTRONİK PARA VE ÖDEME HİZMETLERİ A.Ş.,D,2,TROY,3,false,false,true
439724,6006,PALADYUM ELEKTRONİK PARA VE ÖDEME HİZMETLERİ A.Ş.,D,2,VISA,1,false,false,true
